41201;Afghanistan;AWCC
41250;Afghanistan;Etisalat
412299;Afghanistan;Failed Calls
412999;Afghanistan;Fix Line
41288;Afghanistan;Mobifone
41280;Afghanistan;Mobifone
41240;Afghanistan;MTN
41220;Afghanistan;Roshan
27603;Albania;ALBtelecom Mobile / Eagle
276299;Albania;Failed Calls
276999;Albania;Fix Line
27601;Albania;One / AMC
27602;Albania;Vodafone
60302;Algeria;Djezzy
603299;Algeria;Failed Calls
603999;Algeria;Fix Line
60301;Algeria;Mobilis
60303;Algeria;Ooredoo
544780;American Samoa;ASTCA Mobile
54411;American Samoa;BlueSky
544299;American Samoa;Failed Calls
544999;American Samoa;Fix Line
21303;Andorra;Andorra Telecom / Mobiland
213299;Andorra;Failed Calls
213999;Andorra;Fix Line
631299;Angola;Failed Calls
631999;Angola;Fix Line
63104;Angola;MoviCel
63102;Angola;Unitel
365850;Anguilla;Digicel
365299;Anguilla;Failed Calls
365999;Anguilla;Fix Line
365840;Anguilla;Flow
344930;Antigua and Barbuda;Digicel
34493;Antigua and Barbuda;Digicel
344299;Antigua and Barbuda;Failed Calls
344999;Antigua and Barbuda;Fix Line
34492;Antigua and Barbuda;Flow
344920;Antigua and Barbuda;Flow
34430;Antigua and Barbuda;imobile / APUA
34403;Antigua and Barbuda;imobile / APUA
72231;Argentina;Claro
722320;Argentina;Claro
722310;Argentina;Claro
722330;Argentina;Claro
722299;Argentina;Express
722999;Argentina;Fix Line
722299;Argentina;Imowi
722299;Argentina;IPLAN
722299;Argentina;Kallofer
72270;Argentina;Movistar
72207;Argentina;Movistar
72210;Argentina;Movistar
722299;Argentina;Nuestro
72234;Argentina;Personal
722299;Argentina;Telecentro
722340;Argentina;Personal
722341;Argentina;Personal
28301;Armenia;Beeline
283299;Armenia;Failed Calls
283999;Armenia;Fix Line
28304;Armenia;KT
28310;Armenia;Orange
28305;Armenia;Viva-MTS
36302;Aruba;Digicel
363299;Aruba;Failed Calls
363999;Aruba;Fix Line
363299;Aruba;MIO
36301;Aruba;SETAR
505299;Australia;ACMA
50530;Australia;Compatel
505999;Australia;Fix Line
505299;Australia;Get SIM
50519;Australia;Lycamobile
50535;Australia;MessageBird
50510;Australia;Norfolk Telecom
50590;Australia;Optus
50588;Australia;Pivotel
50550;Australia;Pivotel
50513;Australia;RailCorp
50526;Australia;Sinch
50502;Australia;Optus
505299;Australia;Symbio
50511;Australia;Telstra
50572;Australia;Telstra
50539;Australia;Telstra
50571;Australia;Telstra
50501;Australia;Telstra
50516;Australia;VicTrack
50506;Australia;Vodafone
50512;Australia;Vodafone
50507;Australia;Vodafone
50503;Australia;Vodafone
23219;Austria;3
23205;Austria;3
23216;Austria;3
23210;Austria;3
23214;Austria;3
23211;Austria;A1 Telekom
23202;Austria;A1 Telekom
23209;Austria;A1 Telekom
23201;Austria;A1 Telekom
23212;Austria;A1 Telekom
232299;Austria;ArgoNET
232299;Austria;DIALOG telekom
232299;Austria;Digital Privacy
232299;Austria;DIMOCO
232299;Austria;educom
232999;Austria;Fix Line
23225;Austria;Holding Graz
232299;Austria;Innsbrucker Kommunalbetriebe
232299;Austria;kabelplus
232299;Austria;Lenovo Connect
232299;Austria;LINK Mobility
23226;Austria;LIWEST Mobil
23217;Austria;MRS
23220;Austria;Mtel
23291;Austria;OBB Infrastruktur
23222;Austria;Plintron
232299;Austria;Simple SMS
232299;Austria;Skymond Mobile
23224;Austria;Smartel Services
23218;Austria;smartspace
23204;Austria;T-Mobile / Magenta
23203;Austria;T-Mobile / Magenta
23223;Austria;T-Mobile / Magenta
23213;Austria;T-Mobile / Magenta
232299;Austria;Telfoni
23227;Austria;Tismi
23207;Austria;Ventocom
40001;Azerbaijan;Azercell
40002;Azerbaijan;Bakcell
400299;Azerbaijan;Failed Calls
400999;Azerbaijan;Fix Line
40003;Azerbaijan;FONEX
40004;Azerbaijan;Nar Mobile
40006;Azerbaijan;Naxtel
364490;Bahamas;Aliv
364390;Bahamas;Cybercell / BaTelCo
36430;Bahamas;Cybercell / BaTelCo
36439;Bahamas;Cybercell / BaTelCo
364299;Bahamas;Failed Calls
364999;Bahamas;Fix Line
42601;Bahrain;Batelco
426299;Bahrain;Failed Calls
426999;Bahrain;Fix Line
42605;Bahrain;Royal Court
42604;Bahrain;VIVA
42602;Bahrain;Zain
47002;Bangladesh;Airtel
47007;Bangladesh;Airtel
47003;Bangladesh;Banglalink
470299;Bangladesh;Failed Calls
470999;Bangladesh;Fix Line
47001;Bangladesh;GrameenPhone
47004;Bangladesh;TeleTalk
34250;Barbados;Digicel
342299;Barbados;Failed Calls
342999;Barbados;Fix Line
342600;Barbados;Flow / Lime
342299;Barbados;Ozone
25704;Belarus;life:)
257299;Belarus;Failed Calls
257999;Belarus;Fix Line
25702;Belarus;MTS
25701;Belarus;velcom A1
20620;Belgium;Base
20628;Belgium;BICS
20625;Belgium;Dense Air
20623;Belgium;Dust Mobile
20633;Belgium;Ericsson
206299;Belgium;FEBO
206999;Belgium;Fix Line
206299;Belgium;GianCom
20602;Belgium;Infrabel
206299;Belgium;interactive digital media / IDM
206299;Belgium;L-mobi
20699;Belgium;Lancelot
206299;Belgium;Legos
20606;Belgium;Lycamobile
20630;Belgium;Mobile Vikings
20610;Belgium;Mobistar / Orange
206299;Belgium;Nord Connect
20634;Belgium;onoff
206299;Belgium;PM Factory
20600;Belgium;Proximus
20601;Belgium;Proximus
20604;Belgium;Proximus
20605;Belgium;Telenet
20607;Belgium;Vectone Mobile
20608;Belgium;VOOmobile
206299;Belgium;Voxbone / Bandwidth
70267;Belize;DigiCell
702299;Belize;Failed Calls
702999;Belize;Fix Line
70299;Belize;Smart
70269;Belize;Smart
616299;Benin;Failed Calls
616999;Benin;Fix Line
61602;Benin;Moov
61603;Benin;MTN
35001;Bermuda;Digicel
350299;Bermuda;Failed Calls
350999;Bermuda;Fix Line
35000;Bermuda;One
40217;Bhutan;B-Mobile
40211;Bhutan;B-Mobile
402999;Bhutan;Fix Line
40277;Bhutan;TashiCell
73602;Bolivia;Entel Movil
736299;Bolivia;Failed Calls
736999;Bolivia;Fix Line
73603;Bolivia;Tigo
73601;Bolivia;Viva
21890;Bosnia and Herzegovina;BH Mobile
21803;Bosnia and Herzegovina;Eronet
218299;Bosnia and Herzegovina;Failed Calls
218999;Bosnia and Herzegovina;Fix Line
21805;Bosnia and Herzegovina;m:tel
65204;Botswana;beMobile
652299;Botswana;Failed Calls
652999;Botswana;Fix Line
65201;Botswana;Mascom
65202;Botswana;Orange
72433;Brazil;Algar Telecom
72434;Brazil;Algar Telecom
72432;Brazil;Algar Telecom
72426;Brazil;Americanet
724299;Brazil;ARQIA
724299;Brazil;Bbs Options
724299;Brazil;Cinco
72438;Brazil;Claro
72405;Brazil;Claro
724299;Brazil;Failed Calls
724999;Brazil;Fix Line
72421;Brazil;Ligue
72439;Brazil;Nextel
72400;Brazil;Nextel
724299;Brazil;NLT
72431;Brazil;Oi Movel
72416;Brazil;Oi Movel
72415;Brazil;Sercomtel
72417;Brazil;Surf
724299;Brazil;Telecall
72404;Brazil;TIM
72403;Brazil;TIM
72402;Brazil;TIM
72454;Brazil;TIM
724299;Brazil;Vecto Mobile
72423;Brazil;Vivo
72406;Brazil;Vivo
72410;Brazil;Vivo
72411;Brazil;Vivo
348570;British Virgin Islands;CCT
348770;British Virgin Islands;Digicel
348299;British Virgin Islands;Failed Calls
348999;British Virgin Islands;Fix Line
348170;British Virgin Islands;Flow
52802;Brunei;B-Mobile
52811;Brunei;DST
52803;Brunei;DST
528299;Brunei;Failed Calls
528999;Brunei;Fix Line
28401;Bulgaria;A1
28411;Bulgaria;Bulsatcom
284299;Bulgaria;Failed Calls
284999;Bulgaria;Fix Line
28413;Bulgaria;T.com
28405;Bulgaria;Telenor
28403;Bulgaria;Vivacom
613299;Burkina Faso;Failed Calls
613999;Burkina Faso;Fix Line
61302;Burkina Faso;Orange
61303;Burkina Faso;Telecel
61301;Burkina Faso;Telmob
642999;Burundi;Fix Line
64282;Burundi;Leo
64201;Burundi;Leo
64208;Burundi;Lumitel
64203;Burundi;ONAMOB
64207;Burundi;Smart
45604;Cambodia;QB
45601;Cambodia;Cellcard
456299;Cambodia;CooTel
456299;Cambodia;Failed Calls
456999;Cambodia;Fix Line
45608;Cambodia;Metfone
456299;Cambodia;MPTC
45611;Cambodia;Seatel
45605;Cambodia;Smart
45602;Cambodia;Smart
45606;Cambodia;Smart
624299;Cameroon;Failed Calls
624999;Cameroon;Fix Line
62401;Cameroon;MTN
62404;Cameroon;Nextel
62402;Cameroon;Orange
302630;Canada;Bell Mobility
302660;Canada;Bell Mobility
30264;Canada;Bell Mobility
302690;Canada;Bell Mobility
30269;Canada;Bell Mobility
302610;Canada;Bell Mobility
302640;Canada;Bell Mobility
30261;Canada;Bell Mobility
30266;Canada;Bell Mobility
30263;Canada;Bell Mobility
302270;Canada;eastlink
302299;Canada;Failed Calls
30237;Canada;Fido
302370;Canada;Fido
302999;Canada;Fix Line
30249;Canada;Freedom Mobile
302491;Canada;Freedom Mobile
302490;Canada;Freedom Mobile
302620;Canada;Ice Wireless
30262;Canada;Ice Wireless
30253;Canada;K-Net Mobile
302380;Canada;K-Net Mobile
302530;Canada;K-Net Mobile
30238;Canada;K-Net Mobile
30232;Canada;Rogers
30282;Canada;Rogers
302320;Canada;Rogers
302820;Canada;Rogers
30272;Canada;Rogers
302720;Canada;Rogers
302721;Canada;Rogers
30275;Canada;SaskTel Mobility
30278;Canada;SaskTel Mobility
302681;Canada;SaskTel Mobility
302780;Canada;SaskTel Mobility
302781;Canada;SaskTel Mobility
302750;Canada;SaskTel Mobility
30268;Canada;SaskTel Mobility
302680;Canada;SaskTel Mobility
302220;Canada;Telus Mobility
302760;Canada;Telus Mobility
30222;Canada;Telus Mobility
30222;Canada;Telus Mobility
302860;Canada;Telus Mobility
302360;Canada;Telus Mobility
30276;Canada;Telus Mobility
302221;Canada;Telus Mobility
30236;Canada;Telus Mobility
30286;Canada;Telus Mobility
30250;Canada;Videotron
302510;Canada;Videotron
302520;Canada;Videotron
302500;Canada;Videotron
30251;Canada;Videotron
302299;Canada;Xplore Mobile
62501;Cape Verde;CVMovel
625299;Cape Verde;Failed Calls
625999;Cape Verde;Fix Line
62502;Cape Verde;Unitel T+
34650;Cayman Islands;Digicel
346299;Cayman Islands;Failed Calls
346999;Cayman Islands;Fix Line
346140;Cayman Islands;Flow / Lime
34601;Cayman Islands;Logic
62304;Central African Republic;Azur
623299;Central African Republic;Failed Calls
623999;Central African Republic;Fix Line
62301;Central African Republic;Moov
62303;Central African Republic;Orange
623299;Central African Republic;Socatel
62302;Central African Republic;Telecel
62201;Chad;Airtel
622299;Chad;Failed Calls
622999;Chad;Fix Line
62203;Chad;Moov
62204;Chad;Salam
730299;Chile;Boby
730299;Chile;CellOPS
73022;Chile;Cellplus
73011;Chile;Celupago
73015;Chile;Cibeles Telecom
73027;Chile;Cibeles Telecom
73003;Chile;Claro
73023;Chile;Claro
73017;Chile;Compatel
730299;Chile;Dotcom
73018;Chile;Empresas Bunker
73010;Chile;Entel
73001;Chile;Entel
730299;Chile;Failed Calls
730999;Chile;Fix Line
730299;Chile;GTD Movil
730299;Chile;Industel
73006;Chile;INNET
73020;Chile;Inversiones Santa Fe
730299;Chile;Mavi
730299;Chile;Mobilink
73019;Chile;Movil Falabella
73007;Chile;Movistar
73002;Chile;Movistar
730299;Chile;Mundo Pacifico
73014;Chile;Netline
730299;Chile;NetUno
73016;Chile;Nomade Telecomunicaciones
730299;Chile;Quantax
730299;Chile;RedVoiss
730299;Chile;Simple
730299;Chile;Swedcom
730299;Chile;Telcomax
730299;Chile;Telefonica Uno Uno Cuatro
73012;Chile;Telestar
730299;Chile;Television Interactiva
73013;Chile;Virgin Mobile
730299;Chile;VOIP Analysis
73008;Chile;VTR Movil
73009;Chile;WOM
73005;Chile;WOM
73004;Chile;WOM
46002;China;China Mobile
46004;China;China Mobile
46007;China;China Mobile
46000;China;China Mobile
46008;China;China Mobile
46003;China;China Telecom
46011;China;China Telecom
46012;China;China Telecom
46006;China;China Unicom
46001;China;China Unicom
46009;China;China Unicom
46010;China;China Unicom
460299;China;Failed Calls
460999;China;Fix Line
732299;Colombia;ATnet
732130;Colombia;Avantel
732666;Colombia;Claro
732101;Colombia;Claro
73202;Colombia;Edatel
732187;Colombia;eTb
732299;Colombia;Eztalk Mobile
732999;Colombia;Fix Line
732240;Colombia;Flash Mobile
732299;Colombia;Gomobile
732220;Colombia;Libre Tecnologias
732299;Colombia;Movil Exito
73201;Colombia;Movistar
732123;Colombia;Movistar
732299;Colombia;Plintron
732230;Colombia;Setroc Mobile
732199;Colombia;SUMA movil
732103;Colombia;Tigo
732165;Colombia;Tigo
732111;Colombia;Tigo
732299;Colombia;TuCEL
732142;Colombia;UNE
73220;Colombia;UNE
732299;Colombia;Vilacom Mobile
732154;Colombia;Virgin Mobile
732360;Colombia;WOM
654299;Comoros;Failed Calls
654999;Comoros;Fix Line
65401;Comoros;HURI
65402;Comoros;Telma
62901;Congo;Airtel
629299;Congo;Failed Calls
629999;Congo;Fix Line
62910;Congo;MTN
62907;Congo;Warid
54801;Cook Islands;Vodafone / Bluesky
548299;Cook Islands;Failed Calls
548999;Cook Islands;Fix Line
71203;Costa Rica;Claro
712299;Costa Rica;Failed Calls
712999;Costa Rica;Fix Line
71201;Costa Rica;Kolbi / ICE
71202;Costa Rica;Kolbi / ICE
71204;Costa Rica;Movistar
712299;Costa Rica;MultiCom
712299;Costa Rica;racsa
712299;Costa Rica;Tuyo Movil
21910;Croatia;A1 / VIP
219299;Croatia;Failed Calls
219999;Croatia;Fix Line
21901;Croatia;T-Mobile
21912;Croatia;TELE FOCUS
21902;Croatia;Telemach / Tele2
36801;Cuba;Cubacel
368299;Cuba;Failed Calls
368999;Cuba;Fix Line
368299;Cuba;MoviTel
28022;Cyprus;Cablenet / Lemontel
28001;Cyprus;Cytamobile-Vodafone
28002;Cyprus;Cytamobile-Vodafone
28010;Cyprus;Epic / MTN
280299;Cyprus;Failed Calls
280999;Cyprus;Fix Line
28020;Cyprus;PrimeTel
230299;Czech Republic;+4U Mobile
230299;Czech Republic;3ton
230299;Czech Republic;CEZ
23008;Czech Republic;Compatel
230299;Czech Republic;Dragon
230299;Czech Republic;EriMobile
230299;Czech Republic;Failed Calls
230299;Czech Republic;Fayn
230999;Czech Republic;Fix Line
230299;Czech Republic;GoMobil
230299;Czech Republic;ha-loo mobil
230299;Czech Republic;Laudatio
230299;Czech Republic;METRONET
230299;Czech Republic;MOBIL21
230299;Czech Republic;Nej Mobil
230299;Czech Republic;NETBOX Mobil
23004;Czech Republic;Nordic Telecom
23002;Czech Republic;O2
230299;Czech Republic;Odorik
23005;Czech Republic;PODA
230299;Czech Republic;SAZKA
23098;Czech Republic;SZDC
230299;Czech Republic;SZDC
23001;Czech Republic;T-Mobile
23007;Czech Republic;T-Mobile
230299;Czech Republic;Tesco Mobile
230299;Czech Republic;TOPefekt
230299;Czech Republic;TT Quality
230299;Czech Republic;Uniphone
23009;Czech Republic;Uniphone
23003;Czech Republic;Vodafone
63090;Democratic Republic of Congo;Africell
63002;Democratic Republic of Congo;Airtel
630299;Democratic Republic of Congo;Failed Calls
630999;Democratic Republic of Congo;Fix Line
63086;Democratic Republic of Congo;Orange
63005;Democratic Republic of Congo;Supercell
630299;Democratic Republic of Congo;Tatem
63001;Democratic Republic of Congo;Vodacom
63088;Democratic Republic of Congo;Yozma Timeturns
23806;Denmark;3
238299;Denmark;42 Telecom
238299;Denmark;5Tel
23823;Denmark;Banedanmark
238299;Denmark;Benemen
238299;Denmark;Bolignet-Aarhus
238299;Denmark;CBB Mobil
238299;Denmark;celfon
23888;Denmark;Cobira
238299;Denmark;Companymobile
23813;Denmark;Compatel
238299;Denmark;Comtalk
238299;Denmark;Evercall
238299;Denmark;Failed Calls
238299;Denmark;Firmafon
238299;Denmark;Firstcom
238999;Denmark;Fix Line
23817;Denmark;Gotanet
23842;Denmark;Greenwave
238299;Denmark;ipnordic
238299;Denmark;Ipvision
238299;Denmark;Lancelot
238299;Denmark;Lebara
23828;Denmark;LINK Mobility
23812;Denmark;Lycamobile
238299;Denmark;Maxtel.dk
238299;Denmark;MI Carrier Services
238299;Denmark;Mitto
238299;Denmark;Mobiweb
23814;Denmark;Monty Mobile
23815;Denmark;Net 1
23804;Denmark;Nexcon.io
238299;Denmark;NextM2M
23873;Denmark;Onomondo
23830;Denmark;Pareteum
238299;Denmark;SimService
23803;Denmark;Syniverse
23810;Denmark;TDC
23801;Denmark;TDC
23877;Denmark;Telenor
23802;Denmark;Telenor
238299;Denmark;Telenor Connexion
23820;Denmark;Telia
23896;Denmark;Telia
23816;Denmark;Tismi
238299;Denmark;Tripple Track
238299;Denmark;Uni-tel
23825;Denmark;Viahub
238299;Denmark;Viptel
23808;Denmark;Voxbone / Bandwidth
310299;Diego Garcia;Failed Calls
310999;Diego Garcia;Fix Line
310299;Diego Garcia;Sure
63801;Djibouti;Evatis
638299;Djibouti;Failed Calls
638999;Djibouti;Fix Line
